Dataset_ID,SMILES,PC1,PC2,PC3,PC4,PC5,PC6,PC7
gdb_43,CC1CC1,7.728429306742777,0.30971892302059195,-1.5717444465300074,-0.6736740020859356,-0.4527580022662674,0.49404918585031904,-0.2700406724699077
gdb_44,CC1CO1,6.326235372805204,-0.8048281636123011,-1.1966968344007112,-0.9158952352681126,-1.0373945569881764,1.1353560210919114,0.6313687654218807
gdb_45,CN1CC1,6.788880856964834,-0.49591234309814647,-1.5101559758722436,0.7428584279527701,-1.092647337501806,0.6251582827789307,0.45240583568799425
gdb_46,OC1CC1,5.984676387391794,-1.2442457273943799,-1.4259137660228718,0.34245022909967643,-1.1054200512158072,0.8229845301593768,0.27571975874744803
gdb_47,C1CCC1,8.01122430489881,0.21291520146605233,-1.223135637960052,-1.5364331578569639,-0.14220233139022265,0.49571400703329965,-0.5302410033311201
gdb_48,C1COC1,6.173933100983313,-1.296852787655246,-1.034426614298217,0.14648369867586036,-1.13228769649111,0.8865293569598686,0.5759478162948856
gdb_49,CC(C)=NO,3.0181777573837056,-0.8881008916065934,-1.0999538470954415,0.809651725458207,-0.46824593865545283,0.22492094531018078,-0.8160198497302698
gdb_50,N1C=CC=C1,4.652816866145354,-1.4419549101351576,-1.3766496909648474,2.040225790922845,-1.097516811719124,0.24085513333161954,0.4783952594148134
gdb_51,N1C=CN=C1,3.990432987783581,-2.3711403191259555,-1.2123454819155106,0.9692622780027319,-0.8776122390530965,0.20566366375605286,1.1806373993753887
gdb_52,O1C=CC=C1,4.050196867778702,-2.0445223371954793,-1.222014835689075,1.4354766233193423,-0.9383401796549747,0.5486651159825466,-0.820384569651124
gdb_53,O1C=CN=C1,3.483463012628342,-2.8546329273860316,-1.0467570414167475,0.32225202001391956,-0.6930347724143687,0.6122626560240522,-0.6478724564408163
gdb_54,CC(C)(C)C,5.805294216743923,1.8331904662093108,-0.8234204156676702,-1.9718175680214838,0.6758669267529429,-0.19839683450479317,-0.8277740255047137
gdb_55,CC(C)(C)O,4.019781521094411,0.46139831443714724,-0.6943667695350076,-0.3285308514799618,-0.34859112663386393,0.2964198814653377,0.03862428128744428
gdb_56,CC(=O)C#C,3.154826490734791,-3.0753342243307698,-1.84388918661352,0.36168885974055087,0.5516499563313833,-1.0243910085371113,-0.28828727523249903
gdb_57,CC(=O)C#N,2.603576925062646,-3.984536440134288,-1.7309367514105791,-0.9454506002275935,0.9621576805827098,-1.0124917429368587,-0.561200759737586
gdb_58,NC(=N)C#N,2.721241377352847,-3.650665426243486,-1.639404533872606,-0.5109434284199734,0.39264663548181483,-0.8167892819842316,1.1208118606929387
gdb_59,NC(=O)C#C,2.773623258429774,-3.2153374980272527,-1.5463048842095841,-0.12015254159423697,0.03141706313936573,-0.3417046396877714,0.40011494410095183
gdb_60,CC(=O)C=O,1.6796597074818316,-3.7250394497774013,-1.5711153846983021,1.069414986730817,0.22801078175674996,-0.5444148200838864,-1.8905551054157719
gdb_61,NC(=N)C=O,1.9036406692494368,-3.458815072610806,-1.441775671715695,0.5191778127690263,0.10757584582402302,-0.48642634082950803,-0.48953655107004224
gdb_62,NC(=O)C=O,0.8533991865128623,-4.5402417949366916,-1.3513860405687703,0.254598506044547,0.00817446157152416,-0.5384448595494981,0.7650618073190805
gdb_63,CC(C)C#C,5.328618049489906,0.3585346116400006,-1.4955612956172557,0.1252970938298242,0.026221544294627953,-0.257536634855629,-0.3594643642164182
gdb_64,CC(C)C#N,4.738918732493798,-0.8054588503264613,-1.2649331089312381,-2.515506867485137,0.7452949466807927,-0.5037447470733767,1.049863919312326
gdb_65,CC(N)C#N,3.9322672908729333,-1.271965926309951,-1.3096022204061626,-0.6344569362618457,-0.03132777920134784,-0.08724567926739712,0.40335845258548514
gdb_66,CC(O)C#C,3.9332062075463425,-0.938369464068991,-1.2373308991109087,-0.39534192131286466,-0.18945692987221666,0.21513180598832732,-0.39394393061088107
gdb_67,CC(O)C#N,3.3264967938839676,-1.9373652839487079,-1.0742112785353792,-2.074798020654989,0.24957172312979267,0.12757637369646457,0.27142488441475165
gdb_68,CC(C)C=O,3.0908844625784115,-1.4476156050811162,-1.4649046853924903,0.8089171689931566,0.26398905938442696,-0.9287481786276794,0.14859721366175166
gdb_69,CC(O)C=O,1.8980449697935375,-2.475338171729146,-1.1182469574854637,0.18224853243979589,-0.1254524084933667,-0.15094295734162239,-0.11060635421339529
gdb_70,CN(C)C=O,2.8542945492952656,-1.2472141088387592,-1.0379205432545537,0.20599723620034144,-0.4417614253467496,-0.018803616852876306,1.1351477160956165
gdb_71,CC(=O)CO,1.9876489343544559,-2.3885464445004096,-1.0697862202242034,-0.42413606469084164,0.05082000394577673,-0.14633383701083602,-0.10707758028635919
gdb_72,CCC(C)=O,3.15007386354803,-1.2860655184667231,-1.430173377827057,0.8652351264906457,0.10693757893761996,-0.7684805999572782,0.22405237552799914
gdb_73,CCC(N)=O,2.9065837400621617,-1.2296844233785498,-1.048200346340041,0.09906360701203892,-0.48720622441662415,0.09160625347071184,1.0132078999861145
gdb_74,CNC(C)=O,2.898576886709657,-1.1435956091017179,-1.0272705131779751,0.1626899337390199,-0.506056421348856,0.08798579048859735,1.0783740942820252
gdb_75,CNC(N)=O,2.5805314974042006,-1.2721940867261345,-0.7494143482076613,-0.3126221590351698,-0.9569646647526057,0.8074660109909502,1.1598126542873701
gdb_76,COC(C)=N,3.2778172999274378,-0.7562283472061443,-0.9477068850363103,-0.22650727930922276,-0.4120369692154916,0.4518090810653456,-0.48961801806221705
gdb_77,COC(C)=O,2.478214232235169,-1.5603948133547463,-0.8112582002554682,-0.6763836405875675,-0.423767829507138,0.6265129877812793,-0.46445906953044896
gdb_78,COC(N)=O,2.223575244559806,-1.502023720896179,-0.4486502877971948,-1.2668494510896777,-1.0443315747674289,1.4960842233210188,0.13007371621027972
gdb_79,NC(=O)CO,1.5515117521089385,-2.3612314449267333,-0.7287036338039223,-0.39674906869681215,-0.8707246842432763,0.6885296807046372,1.3634957465906599
gdb_80,[NH3+]CC([O-])=O,1.4963113404168482,-2.586055117947351,-0.7320648286429395,-0.6773760129914648,-0.7315216117308847,0.5284968038314208,1.7233218477897692
gdb_81,CC(C)CO,3.995065744061786,0.8623826679034645,-0.7759785051881872,-0.5928190825452796,-0.33315884542232865,0.3660048518911605,0.09170549668778107
gdb_82,CC(O)CO,2.6319389983898764,-0.4820099839824904,-0.4597340545956434,-0.7852405443344678,-0.7854898298968978,0.9460670769266174,0.34806355105650766
gdb_83,CCC(C)C,5.6776043245875325,2.1792741547995567,-0.9363925298973806,-1.898384578396208,0.6281607014825696,-0.1963686971791597,-0.6567316816867571
gdb_84,CCC(C)O,3.9231713364960084,0.7800546240739221,-0.8092083954781427,-0.4951540139597395,-0.2807376183356445,0.26487909472498766,0.09727319590167781
gdb_85,COC(C)C,3.9783954600850198,0.9581524927203553,-0.769846147037824,-0.031207855871767394,-0.5796158188205124,0.4737079334241874,0.09007436541055068
gdb_86,CC1(C)CC1,5.6992825059975285,1.3093693363685355,-1.0741778882408772,-0.23209961204794377,-0.21803358585449892,0.1773195107351616,-0.3975730286491022
gdb_87,CC1(C)CO1,4.3169812620482,0.15990855667225395,-0.7154069760920663,-0.6799193974790314,-0.7292442450834576,0.8065379255935249,0.46253779639629483
gdb_88,CC1(O)CC1,4.185078411769557,0.015407849178540562,-0.8229116331529183,-0.09974992019525712,-0.7513725994501466,0.6864290461013451,0.13876358774165462
gdb_89,N=C1CCO1,3.3421996439988106,-1.7849677803454707,-1.0451510366712657,-0.4849555210407168,-0.4845988111354769,0.46895187677275807,0.22175699734167323
gdb_90,O=C1CCC1,3.3126178534064583,-2.2072084997929395,-1.5550036958460478,0.962778347611622,-0.06683723032841181,-0.5867084136531835,0.13044695340196782
gdb_91,O=C1CCN1,3.211763563749607,-1.8812784841471009,-1.061306141691189,-0.21808765361762997,-0.6784472413633872,0.43087917324666475,1.0494084843134712
gdb_92,O=C1CCO1,2.510329544819081,-2.7388419509057313,-0.8902776895548918,-1.2847527461337527,-0.3853717501503071,0.5335883186675003,0.6857802243093263
gdb_93,O=C1CNC1,2.777022422521344,-2.6685863704851474,-1.4158113860856874,0.7864272855287114,-0.24850167795996303,-0.232435130253016,-0.15112953799209844
gdb_94,O=C1COC1,2.358205624804272,-2.8735537485306466,-1.1718210894450822,0.04672912424461397,-0.28439965876748563,0.3865985504807524,-1.4964606845521016
gdb_95,CC1CCC1,5.865559762732449,1.5214079373563578,-1.0499100907883898,-1.299414174148047,0.06955729217501912,0.23302290879941076,-0.5189234289021994
gdb_96,CC1CCO1,4.175908606745978,0.18519719907011284,-0.8444004383964568,0.037277293598242174,-0.9522206885669656,0.8063561711359031,0.4900252567660103
gdb_97,CC1COC1,4.06739621482223,0.005577926286729528,-0.9150435521495728,0.0713953152486111,-0.8407750315229741,0.6401895184661225,0.5331406553998954
gdb_98,OC1CCC1,4.199911454940473,0.12178966377589469,-0.8793196343067196,-0.4125109129881852,-0.6888741542356085,0.7056587925061575,0.1756659025546619
gdb_99,OC1COC1,2.6914288340966652,-1.2250922808852356,-0.6445740482034877,-0.3306873906426,-1.1171938577050748,1.1645712161798198,0.42392116315158657
gdb_100,CC1CC1C,5.6787312617770445,1.4496934622134319,-1.114549459366625,-0.29359185826510886,-0.22588458175255377,0.20161802531567674,-0.3581972106950084
gdb_101,CC1CC1O,4.205702659942865,0.15743353170238758,-0.8423060918229877,-0.24405334389718528,-0.746380242511318,0.7361190865832054,0.12145676774074808
gdb_102,CC1CN1C,4.737679783083602,0.6647672502844014,-1.0996340375008398,1.1010845667686404,-0.919668405308052,0.3772017010862655,0.4748424838666459
gdb_103,CC1OC1C,4.2919845725082055,0.35530182739885935,-0.765270542695874,-0.6799681225802473,-0.7785955791018717,0.8544248973635339,0.5358669502611593
gdb_104,OC1CC1O,2.670954335997586,-1.2532894224607767,-0.6019736602975209,0.0010505205543224498,-1.2619869879044079,1.1993656973649085,0.5539253898678071
gdb_105,C1C2CC1C2,6.435618524193318,0.9834934670638753,-0.7336101305154169,-1.7418723806087166,-0.2530380096521268,0.8150548405443492,-0.5481802769392424
gdb_106,C1C2CC1O2,4.534566026295855,-0.550719836499787,-0.6237055308890749,0.15711440885053982,-1.3280258998608314,1.208536137161777,0.6452804932863233
gdb_107,C#CCC#C,5.377452005603161,-0.970963184825499,-1.9157833455015194,0.04117965577305864,0.03634278863426902,-0.14226105475584636,-0.7956018469553937
gdb_108,C#CCC#N,4.553711575833608,-2.2299344035285564,-1.8113117936138852,-1.3361296376923026,0.4224728366030122,-0.44682691889827425,0.6568068137292896
gdb_109,N#CCC#N,4.241316744694105,-2.8926243829524174,-1.5917849542127056,-3.5360846382527673,1.0417008005459254,-0.2940124203671745,0.07182759855774377
gdb_110,O=CCC#C,3.2658133197425316,-2.5006787620442443,-1.8218891527879706,0.4369324604128052,0.30434864629489966,-0.6809770105938354,-0.5306674184304192
gdb_111,O=CCC#N,2.764416884138674,-3.2183451480101324,-1.6926387620933554,-0.6464984302944183,0.5541844513580304,-0.5211092804997449,-0.9244692803488166
gdb_112,N=CNC=O,1.9230833683575206,-3.1990937804051227,-1.2722142326919155,0.11827847060909721,-0.20542956123957642,-0.3275424318119201,1.3273675955836102
gdb_113,N=COC=O,1.4398204332176194,-3.2703400349602605,-1.0389769433120635,-1.653079131402761,0.1846958059460157,0.07316904614083727,0.3678180980166194
gdb_114,O=CNC=O,1.1727961154911437,-3.9798593267306885,-1.1320644336240837,-0.376789032874173,-0.1948208593581552,-0.11074272085229281,1.0935760064724103
gdb_115,CC#CC#C,4.5189249501576345,-1.136705253726134,-2.1752945568065263,1.3963314402472904,0.6176867548751539,-1.3110876573076804,-0.5786500205386326
gdb_116,CC#CC#N,3.713124810918256,-2.677638759656868,-2.0610249897021076,-0.7263690949870112,1.237709557848904,-1.7326171394990753,1.245635616409769
gdb_117,CC#CC=O,2.742523305592538,-2.7851704941223483,-1.9135813696969026,0.35170629821950916,0.922891048549683,-1.5499347905447718,0.28231656273944594
gdb_118,CC#CCO,3.492481577364714,-0.483400984341656,-1.3448282600318198,0.5358544688821493,-0.1676901001652006,-0.12191559840281112,-0.2883088514961981
gdb_119,CCC#CC,5.004697004389732,0.9496218208175238,-1.553593950441911,0.8595417769871972,0.06280034152923991,-0.4761478386010194,-0.5494436540858759
gdb_120,COC=NC,2.6857957881687433,-0.855348547457906,-1.1138910321046456,0.15504425630247762,-0.1006616114046197,-0.25736495928806696,0.5503296161407815
gdb_121,CCCC#C,5.138730068464998,0.5908931663512046,-1.5552668121441946,0.07839002865023303,0.19266586295624238,-0.44553514302250424,-0.27231896189033755
gdb_122,CCCC#N,4.544286560470564,-0.5821786096737024,-1.3366966952611132,-2.5790734317261066,0.9300322836343156,-0.7054527492926022,1.120193141189549
gdb_123,CNCC#N,3.403643561476068,-1.4694085877507532,-1.5039871211472184,0.09019786538986276,0.01407469284390475,-0.5926947131658047,1.3269683083505455
gdb_124,COCC#C,3.689982512610309,-0.7646620172512097,-1.341908863059531,-0.009425458304349304,-0.13534387109608786,0.016904655533806663,-0.34159311564892675
gdb_125,COCC#N,2.865929290687067,-2.05489437116399,-1.2406222704366128,-1.449135115797183,0.2748704454255814,-0.3018335331380827,1.1343806402531982
gdb_126,OCCC#C,3.904322840494082,-0.43494487464060844,-1.2190561107373596,-0.4950597347769635,-0.27503735834959997,0.3304868076442069,-0.16980209936477952
gdb_127,OCCC#N,3.1799449855332456,-1.5427578985778905,-1.1036146487894858,-1.8406162272594144,0.07712356312805141,0.16139955697815728,0.7997483992150703
gdb_128,CCCC=O,2.8967495821972236,-1.2065001835537397,-1.5193377723606374,0.7092007876246983,0.48355122028341446,-1.1480554989379568,0.17541925087984817
gdb_129,CCNC=O,2.8369679748373025,-1.1246835206462789,-1.063366853144582,-0.1229317819516371,-0.30655264570151064,-0.0548578307635037,1.0873406627445026
gdb_130,CCOC=O,2.0756306353836864,-1.8193610343546462,-0.9111091811351634,-1.2072226672137445,0.0191740989816035,0.008493517378448091,0.8182723133107571
gdb_131,COCC=O,1.7184971189482754,-2.1932272434040145,-1.183245654744328,0.06164384475269755,0.10017783986917297,-0.3533273735457223,-0.1479402603324188
gdb_132,OCCC=O,1.8248730438514955,-1.9519728139988384,-1.1927977986928844,0.3681819585926944,-0.0066891554452450964,-0.15812465901390813,-0.9661683842294069
gdb_133,CCCCC,5.513490390401047,2.6193441206366117,-0.9077146307711689,-2.0845480098569036,0.8388774483963135,-0.36551649038780787,-0.6010936441069559
gdb_134,CCCCO,3.7591276595313206,1.194832743208506,-0.8039991771699181,-0.6077676055845855,-0.12248292881020953,0.12541627386856422,0.1649078524151584
gdb_135,CCCOC,3.83317837455187,1.3822018045882636,-0.7774120436617663,-0.2149752840195152,-0.3895509666922135,0.33780381987204666,0.0755899160170813
gdb_136,CCOCC,3.8494518189387352,1.376134190464017,-0.7770096411649575,-0.1376182306966203,-0.4326351964950689,0.3657160597135121,0.061559303214990625
gdb_137,COCCO,2.6388082164243625,0.04450201146956809,-0.44185709384421307,-1.0350471150505358,-0.7943127025434675,1.0488544304659873,0.45349451204590335
gdb_138,OCCCO,2.4099858861872963,0.04088825002403069,-0.49199841857199256,-1.0744792058354768,-0.6007661639901601,0.7752289647792547,0.7363792376855064
gdb_139,C#CC1CC1,5.286662385172451,-0.38889422829304576,-1.7355694111512376,0.747693096136742,-0.2632684865239929,-0.1550688073380057,-0.25051813288131275
gdb_140,C#CC1CN1,4.576626691504308,-1.1396319919680662,-1.6736790148083858,0.7208399369259076,-0.3432270382196768,-0.04725409302968675,-0.24965345412858198
gdb_141,C#CC1CO1,3.9154643753921605,-1.781996005734443,-1.4662226436980457,-0.286627929696847,-0.22725219617124126,0.20717260528102077,-0.3517649981472482
gdb_142,N#CC1CC1,4.629117830579489,-1.6081598532756234,-1.5398558027083655,-1.5642202627848543,0.3621496709191649,-0.42181620720375596,1.223835823871943
gdb_143,N#CC1CN1,3.9693129483598044,-2.140281319645812,-1.5329343948016445,-0.7729624581910388,0.05451025895152268,-0.10756558481626183,0.1988594608359536
gdb_144,N#CC1CO1,3.306633773089395,-2.8475351589218825,-1.3103887493738424,-2.091041572637983,0.2888573192368878,0.07374017972124733,0.2815938318801664
gdb_145,O=CC1CC1,3.218466178475389,-2.0116720380622892,-1.5995665176702936,0.6028352615061824,0.11669782048396082,-0.7244804243683516,0.39277999025449994
gdb_146,O=CC1CN1,2.8549498397117685,-2.641578147986189,-1.4156441753061342,0.19764147712819846,0.09274043404286383,-0.32566251193237394,-0.6682276981895038
gdb_147,O=CC1CO1,2.008181884598757,-3.082032465415685,-1.3174511685691916,-0.023265731789846873,-0.0612985131939203,-0.05186467998802368,-0.5960514208549
gdb_148,O=CN1CC1,2.909175414878261,-2.267118366389745,-1.299545415514347,0.017644757057284372,-0.22532335170468823,-0.08733832331381235,0.43636335480205235
gdb_149,CCC1CC1,5.68628388939858,1.6620711740979304,-1.1372356604775347,-0.716373622838974,-0.09387387675698923,0.20010518192296364,-0.3728748062647366
gdb_150,CCC1CO1,4.250261162415913,0.4693726341232469,-0.8243530631459021,-0.8810061276281408,-0.6645988739877983,0.8027433038700443,0.46179533838960635
gdb_151,CCN1CC1,4.752650235314282,0.8781259928479426,-1.1394334346572164,0.6960052494054992,-0.7668177835449289,0.3720883957377158,0.3238856497586212
gdb_152,COC1CC1,4.199609091565082,0.47061800753873445,-0.8782052317852117,-0.06691786813109588,-0.9060995986009582,0.8725301651994141,0.14498041261818234
gdb_153,OCC1CC1,4.130927166779587,0.2685758840356243,-0.932301474454591,-0.5589931877079518,-0.5490505249685744,0.621495967810599,0.05798160197541275
gdb_154,OCC1CN1,3.233382092751852,-0.6463844984869781,-0.9006426528583946,-0.15800961836562238,-0.8167789293711855,0.614778954382007,0.9453821332055246
gdb_155,OCC1CO1,2.927784100323494,-0.6912406843432444,-0.5604502699581582,-1.140858005520192,-1.0265999871780205,1.4343243135628085,0.0836032953771013
gdb_156,C1CC=CC1,5.2297013367337275,-0.22062656599649585,-1.4947867819239744,1.4587960129857254,-0.234364273137398,-0.36502263173713145,-0.7356180804721165
gdb_157,C1CN=CO1,3.435179070921648,-1.891700722348944,-0.9224086666223891,0.24851971393866534,-0.7461355960527662,0.633763456326835,-0.30437375618674545
gdb_158,C1OCC=C1,3.7672225407300344,-1.5349782995300258,-1.1816583008316117,1.1980651893257783,-0.6092397837353472,0.09425752550625105,-0.1820315102941131
gdb_159,C1CCCC1,6.053186187545166,1.3460826187590444,-0.8876328034305162,-1.8924703128828955,0.27250714160585965,0.23948351152139116,-0.7477709656018794
gdb_160,C1CCOC1,4.273926294646583,0.01598678091224268,-0.7261739473396106,-0.09479627222648175,-0.8590460936289448,0.7866190047536648,0.2440732329840596
gdb_161,C1COCO1,3.2109526822906296,-0.7333629936699995,-0.2692264721965499,-0.8581540540470759,-1.3308141565677698,1.7425082117975625,-0.07057669802168158
gdb_162,C1C2CCC12,5.933438734850555,0.6799245801909191,-1.1128008480132552,0.035429830154844584,-0.6785652674944678,0.6011036783392448,-0.21981014156519496
gdb_163,C1C2COC12,4.360637602261276,-0.6975936964510601,-0.8648842297282441,0.3323730362635798,-1.2336673162085148,1.0517049095572786,0.44066663293838465
gdb_164,C1CC2OC12,4.550373209949577,-0.5161021552800129,-0.7501371998188647,-0.47732070051314385,-1.1041625105784705,1.1784729613535132,0.5042860095978617
gdb_165,N1C=CC=N1,4.1960282091987615,-2.2004273639960776,-1.1835801301660152,0.4998424552468202,-0.650151542442852,0.31773711189644577,0.14766337952993194
gdb_166,N1C=CN=N1,3.401100360990764,-3.318906113448785,-1.073460203141402,-0.4172931298960309,-0.33896150377621026,0.08861677910347138,0.9752578603671795
gdb_167,N1C=NC=N1,3.6830138389120126,-2.9363275685430863,-0.9982938977549008,-0.5985629030944674,-0.43039445383011654,0.4579714449954229,0.08700814941164602
gdb_168,N1C=NN=C1,3.3633849421127606,-3.3009276256728293,-1.0183254986860057,-0.3973579938143693,-0.5578315548531007,0.150809807803603,1.9177650008730063
gdb_169,N1N=CC=N1,3.903010039420865,-2.5994347732564687,-1.0256582086478927,-0.32563134006272904,-0.41234953004803143,0.7230358585518487,-1.7000626899752675
gdb_170,O1C=CC=N1,3.3278846770988055,-3.230009553636958,-1.0820890982314315,-0.3123366197923824,-0.2865871470051989,0.20790568786071204,-0.03678358906332382
gdb_171,O1C=CN=N1,2.636122994459738,-4.139400201470432,-1.0032557852324253,-0.9574176404910358,-0.026666593247783428,0.1465414247138486,-0.14447596901128146
gdb_172,O1C=NC=N1,3.1264565320692506,-3.5550591145278747,-0.843593896954194,-1.5710315000777282,-0.038313670425534276,0.6944212227978762,-1.580695874225269
gdb_173,O1C=NN=C1,2.9281594572879555,-3.7339725752380737,-0.8296321545313817,-1.3081401865767859,-0.2727775309809455,0.5813626896724847,-0.146821961451525
gdb_174,O1C=NN=N1,2.3485593798854807,-4.650600197526214,-0.75111465280307,-2.6065774279163825,0.37609657705035,0.43963336274651593,-1.0073186490664028
gdb_175,O1N=CC=N1,2.8544129113356846,-4.098957341428835,-0.9222784612967779,-2.2183210821756503,0.42310895575203583,0.1320346089240907,-0.5415643352110693
gdb_176,O1N=CN=N1,2.352510306241528,-4.703763253842223,-0.8170956940555931,-2.593122057529594,0.5679600613035545,0.35549227065256966,-1.7572130003263413
